job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,salary_tier
AIJOB1770,Computer Vision Engineer,Computer Vision,Mid-Level,3.2,Bachelor's,99000,86500,117900,San Francisco,United States,On-site,Startup (1-50),Telecommunications,Azure|CUDA|Docker|GCP|Kubernetes|Llama,21.3,87.3,13.8,8,2025,7,0,0,0,Tier 2 (80k-140k)
AIJOB1771,Computer Vision Engineer,Computer Vision,Entry-Level,1.8,Associate's,55400,50300,65600,Osaka,Japan,On-site,Enterprise (501-5000),Telecommunications,AWS|C++|Docker|FastAPI|Kubernetes|LangChain|Llama|Python|Vector Databases,31,85.1,41,9.1,2026,1,0,0,0,Tier 1 (<80k)
AIJOB1772,AI Agent Developer,AI Engineering,Senior,7.9,Master's,141900,130300,165800,Tokyo,Japan,On-site,Mid-Market (51-500),Telecommunications,FastAPI|GCP|Kubernetes|Python|RAG|Vector Databases,23.4,91.1,12.2,6.9,2026,3,1,0,1,Tier 3 (140k-200k)
AIJOB1773,Data Scientist,Data Science,Senior,5.9,Bachelor's,153300,138700,178800,Munich,Germany,Hybrid,Enterprise (501-5000),Manufacturing,AutoGen|FastAPI|GPT-4|LangChain|SQL|Scikit-Learn,26.4,70.7,20.4,8.4,2026,5,1,1,0,Tier 3 (140k-200k)
AIJOB1774,Data Scientist,Data Science,Mid-Level,4.9,Bachelor's,59600,51200,67000,Da Nang,Vietnam,Hybrid,Mid-Market (51-500),Healthcare,AWS|AutoGen|BERT|FastAPI|Git|LangChain,12.2,87.5,31.2,7.8,2026,3,0,1,0,Tier 1 (<80k)
AIJOB1775,NLP Engineer,Natural Language Processing,Senior,6.8,Bachelor's,71500,61100,78600,Hanoi,Vietnam,Fully Remote,Mid-Market (51-500),,,,,,,2026,7,1,1,1,Tier 1 (<80k)
AIJOB1776,Generative AI Engineer,AI Engineering,Mid-Level,4.6,Bachelor's,119800,110800,133700,London,United Kingdom,Hybrid,Enterprise (501-5000),,,,,,,2025,9,0,1,1,Tier 2 (80k-140k)
AIJOB1777,AI Solutions Architect,Architecture,Mid-Level,4,Master's,94700,87200,102100,Berlin,Germany,On-site,Mid-Market (51-500),,,,,,,2026,4,0,0,1,Tier 2 (80k-140k)
AIJOB1778,Deep Learning Specialist,AI Engineering,Mid-Level,3.2,Master's,96700,85100,112900,Cambridge,United Kingdom,Hybrid,Enterprise (501-5000),,,,,,,2026,6,0,1,0,Tier 2 (80k-140k)
AIJOB1779,Computer Vision Engineer,Computer Vision,Lead / Staff,8.1,Master's,115100,106400,137100,Ho Chi Minh City,Vietnam,Hybrid,Enterprise (501-5000),,,,,,,2025,6,1,1,0,Tier 2 (80k-140k)
AIJOB1780,AI Research Scientist,Research,Mid-Level,4.8,Master's,128700,116500,139000,Munich,Germany,Fully Remote,Startup (1-50),,,,,,,2026,3,0,1,1,Tier 2 (80k-140k)
AIJOB1781,AI Solutions Architect,Architecture,Lead / Staff,12.5,PhD,230400,200700,273300,Seattle,United States,Hybrid,Enterprise (501-5000),,,,,,,2026,5,1,1,1,Tier 4 (>200k)
AIJOB1782,NLP Engineer,Natural Language Processing,Mid-Level,3.2,Bachelor's,128800,114100,145000,Montreal,Canada,Fully Remote,Startup (1-50),,,,,,,2026,2,0,1,1,Tier 2 (80k-140k)
AIJOB1783,Machine Learning Engineer,Machine Learning,Entry-Level,1.9,Bachelor's,72800,67600,87300,Manchester,United Kingdom,Hybrid,Mid-Market (51-500),,,,,,,2026,6,0,1,0,Tier 1 (<80k)
AIJOB1784,Prompt Engineer,AI Engineering,Mid-Level,3.5,Bachelor's,111800,99300,120100,Berlin,Germany,Fully Remote,Big Tech (FAANG+),,,,,,,2026,9,0,1,1,Tier 2 (80k-140k)
AIJOB1785,Data Scientist,Data Science,Mid-Level,3.6,Bachelor's,153800,141000,180400,San Francisco,United States,Hybrid,Enterprise (501-5000),,,,,,,2025,5,0,1,0,Tier 3 (140k-200k)
AIJOB1786,Deep Learning Specialist,AI Engineering,Entry-Level,1.2,Bachelor's,95700,86100,111900,Seattle,United States,On-site,Enterprise (501-5000),,,,,,,2025,5,0,0,1,Tier 2 (80k-140k)
AIJOB1787,AI Solutions Architect,Architecture,Senior,9,Bachelor's,143100,124800,169800,Singapore,Singapore,Fully Remote,Enterprise (501-5000),,,,,,,2026,4,1,1,1,Tier 3 (140k-200k)
AIJOB1788,Deep Learning Specialist,AI Engineering,Mid-Level,4.3,Bachelor's,86200,75300,101100,Tokyo,Japan,Hybrid,Mid-Market (51-500),,,,,,,2026,9,0,1,1,Tier 2 (80k-140k)
AIJOB1789,AI Product Manager,Product,Lead / Staff,12.9,Associate's,163000,141900,175300,Manchester,United Kingdom,Hybrid,Startup (1-50),,,,,,,2026,1,1,1,1,Tier 3 (140k-200k)
AIJOB1790,LLM Application Developer,AI Engineering,Entry-Level,1.3,PhD,83200,71000,93700,Berlin,Germany,Hybrid,Big Tech (FAANG+),Healthcare,BERT|Docker|Kubernetes|LangChain|Llama,17.8,97.4,35.2,7.7,2025,7,0,1,1,Tier 2 (80k-140k)
AIJOB1791,Data Scientist,Data Science,Senior,6.3,PhD,118000,102300,139500,Osaka,Japan,Hybrid,Mid-Market (51-500),Technology & SaaS,AWS|AutoGen|BERT|C++|Git|Kubernetes|PyTorch|REST APIs|SQL,21.1,80.7,42.5,9,2026,5,1,1,0,Tier 2 (80k-140k)
AIJOB1792,LLM Application Developer,AI Engineering,Lead / Staff,9.8,Bachelor's,93800,84800,110700,Da Nang,Vietnam,On-site,Mid-Market (51-500),Automotive,AWS|BERT|C++|Git|Python|SQL,19.2,79,12.2,9.2,2025,8,1,0,1,Tier 2 (80k-140k)
AIJOB1793,Generative AI Engineer,AI Engineering,Senior,7.3,Master's,87000,74400,95900,Bengaluru,India,Hybrid,Enterprise (501-5000),E-commerce,Airflow|AutoGen|Azure|C++|Git|PyTorch|SQL,24.4,78.3,17.1,7.3,2026,3,1,1,1,Tier 2 (80k-140k)
AIJOB1794,AI Solutions Architect,Architecture,Mid-Level,5,Bachelor's,103300,89100,116300,Singapore,Singapore,On-site,Big Tech (FAANG+),Healthcare,Airflow|AutoGen|Azure|BERT|C++|Git|LangChain,24.1,76.5,32.2,7.2,2025,2,0,0,1,Tier 2 (80k-140k)
AIJOB1795,MLOps Engineer,Machine Learning,Mid-Level,2.9,High School / None,73900,65100,84800,Da Nang,Vietnam,Hybrid,Big Tech (FAANG+),Education,AutoGen|BERT|C++|CUDA|GCP|GPT-4|Llama|PyTorch|Python|TensorFlow,27.6,88.8,43.1,6.3,2026,7,0,1,0,Tier 1 (<80k)
AIJOB1796,Machine Learning Engineer,Machine Learning,Mid-Level,2.7,Bachelor's,51300,46700,54900,Bengaluru,India,Hybrid,Enterprise (501-5000),E-commerce,GPT-4|Kubernetes|REST APIs|Scikit-Learn|Vector Databases,34.9,76.6,39,5.8,2026,4,0,1,0,Tier 1 (<80k)
AIJOB1797,MLOps Engineer,Machine Learning,Mid-Level,5.2,Master's,137200,123500,152900,Manchester,United Kingdom,Hybrid,Mid-Market (51-500),Education,AutoGen|Docker|FastAPI|GPT-4|PyTorch|Scikit-Learn|TensorFlow|Vector Databases,31.8,81.4,39.8,7.9,2025,6,0,1,0,Tier 2 (80k-140k)
AIJOB1798,LLM Application Developer,AI Engineering,Senior,6.4,Master's,131600,120800,142200,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Automotive,AWS|BERT|GPT-4|Kubernetes|LangChain|Llama|Python|REST APIs|TensorFlow,26.9,74.3,34.1,8.6,2026,7,1,1,1,Tier 2 (80k-140k)
AIJOB1799,MLOps Engineer,Machine Learning,Mid-Level,4.2,Bachelor's,98200,88000,110600,Singapore,Singapore,,,,,,,28.9,8.4,2025,11,0,1,1,Tier 2 (80k-140k)
AIJOB1800,AI Solutions Architect,Architecture,Senior,7.4,Bachelor's,144200,128800,165900,Tokyo,Japan,,,,,,,35,6.5,2026,3,1,1,1,Tier 3 (140k-200k)
AIJOB1801,MLOps Engineer,Machine Learning,Mid-Level,3,Bachelor's,103600,92700,121200,London,United Kingdom,,,,,,,31.6,8.4,2026,8,0,1,0,Tier 2 (80k-140k)
AIJOB1802,NLP Engineer,Natural Language Processing,Entry-Level,0.6,PhD,30900,27600,35400,Bengaluru,India,,,,,,,15.2,8,2025,9,0,0,1,Tier 1 (<80k)
AIJOB1803,MLOps Engineer,Machine Learning,Mid-Level,3.8,Bachelor's,107800,99600,126600,London,United Kingdom,,,,,,,27.3,8.3,2026,9,0,0,1,Tier 2 (80k-140k)
AIJOB1804,Autonomous Driving Engineer,Automotive AI,Senior,7.6,Bachelor's,166000,146300,195800,Singapore,Singapore,,,,,,,25.4,7.2,2026,3,1,1,0,Tier 3 (140k-200k)
AIJOB1805,AI Research Scientist,Research,Senior,8.4,Bachelor's,155000,131800,179600,Toronto,Canada,,,,,,,29.7,8.6,2025,6,1,0,1,Tier 3 (140k-200k)
AIJOB1806,Autonomous Driving Engineer,Automotive AI,Mid-Level,4.9,Master's,87100,77400,100700,Tokyo,Japan,,,,,,,28.4,5.7,2026,4,0,0,1,Tier 2 (80k-140k)
AIJOB1807,Deep Learning Specialist,AI Engineering,Mid-Level,4.6,Master's,70400,61300,77200,Tokyo,Japan,,,,,,,22.5,9.7,2025,1,0,0,0,Tier 1 (<80k)
AIJOB1808,AI Product Manager,Product,Mid-Level,5,Bachelor's,112500,97500,124400,Singapore,Singapore,,,,,,,42.4,7.1,2026,6,0,1,1,Tier 2 (80k-140k)
AIJOB1809,Data Scientist,Data Science,Mid-Level,5,Master's,142100,124400,160000,San Francisco,United States,,,,,,,15.5,8.3,2026,3,0,1,1,Tier 3 (140k-200k)
AIJOB1810,NLP Engineer,Natural Language Processing,Mid-Level,3.6,Master's,96100,84000,109700,London,United Kingdom,,,,,,,46.3,10,2025,12,0,1,1,Tier 2 (80k-140k)
AIJOB1811,Machine Learning Engineer,Machine Learning,Senior,6.4,Bachelor's,170200,153100,186800,Munich,Germany,,,,,,,35.8,9.4,2026,7,1,1,0,Tier 3 (140k-200k)
AIJOB1812,NLP Engineer,Natural Language Processing,Entry-Level,2.3,Bachelor's,30000,25900,35800,Hyderabad,India,,,,,,,15.2,8,2026,3,0,1,1,Tier 1 (<80k)
AIJOB1813,Generative AI Engineer,AI Engineering,Mid-Level,5.2,Master's,45200,41800,50000,Hyderabad,India,,,,,,,22.9,7,2026,6,0,1,1,Tier 1 (<80k)
AIJOB1814,AI Agent Developer,AI Engineering,Senior,6.6,PhD,150100,135100,177700,London,United Kingdom,,,,,,,17.5,6.3,2025,2,1,0,1,Tier 3 (140k-200k)
AIJOB1815,Machine Learning Engineer,Machine Learning,Senior,7.4,Bachelor's,67400,60500,79800,Pune,India,On-site,Enterprise (501-5000),Technology & SaaS,AWS|AutoGen|Azure|CUDA|LangChain|RAG|REST APIs|SQL|Spark,25.8,84.1,40.7,9,2026,1,1,0,0,Tier 1 (<80k)
AIJOB1816,Prompt Engineer,AI Engineering,Senior,5.7,Master's,70400,62800,79700,Hyderabad,India,Hybrid,Enterprise (501-5000),Finance & Banking,AWS|AutoGen|Azure|BERT|C++|CUDA|Llama|Python,14.9,76.6,27.3,7.3,2026,1,1,1,1,Tier 1 (<80k)
AIJOB1817,NLP Engineer,Natural Language Processing,Mid-Level,5,PhD,90200,78300,97200,Tokyo,Japan,Fully Remote,Startup (1-50),Technology & SaaS,AWS|AutoGen|FastAPI|LangChain|Vector Databases,30.3,76.7,34.3,5.2,2026,6,0,1,1,Tier 2 (80k-140k)
AIJOB1818,MLOps Engineer,Machine Learning,Entry-Level,2.2,Bachelor's,64900,57200,71500,Tokyo,Japan,Fully Remote,Startup (1-50),Automotive,CUDA|LangChain|Python|Spark|Vector Databases,28.6,85.5,17.2,9.7,2026,8,0,1,0,Tier 1 (<80k)
AIJOB1819,AI Agent Developer,AI Engineering,Senior,6.3,Master's,145100,130000,170900,Berlin,Germany,Fully Remote,Big Tech (FAANG+),Finance & Banking,Airflow|AutoGen|Docker|GCP|GPT-4|LangChain|Scikit-Learn|Spark|Vector Databases,10.2,95.7,21.4,7.4,2026,6,1,1,1,Tier 3 (140k-200k)
AIJOB1820,NLP Engineer,Natural Language Processing,Entry-Level,2.2,PhD,76800,65900,91000,Berlin,Germany,Hybrid,Mid-Market (51-500),Manufacturing,AWS|AutoGen|Docker|Git|Kubernetes|Llama|RAG|REST APIs,13.8,81.6,41.7,7.9,2026,1,0,1,1,Tier 1 (<80k)
AIJOB1821,Deep Learning Specialist,AI Engineering,Senior,8.5,Bachelor's,103700,94700,115300,Hangzhou,China,Fully Remote,Mid-Market (51-500),Finance & Banking,AWS|Airflow|AutoGen|Docker|Python|REST APIs|TensorFlow,14.5,95.4,35.9,9,2026,4,1,1,1,Tier 2 (80k-140k)
AIJOB1822,Computer Vision Engineer,Computer Vision,Entry-Level,1.6,Associate's,62100,57100,66600,Frankfurt,Germany,Hybrid,Startup (1-50),E-commerce,CUDA|Kubernetes|LangChain|PyTorch|Scikit-Learn|Spark,34.6,83.9,19.9,6,2026,8,0,1,0,Tier 1 (<80k)
AIJOB1823,AI Product Manager,Product,Mid-Level,3.8,Bachelor's,112900,102700,125600,Toronto,Canada,Hybrid,Startup (1-50),Technology & SaaS,FastAPI|Git|PyTorch|Python|RAG|Vector Databases,24.9,59,15.7,7.1,2026,5,0,1,1,Tier 2 (80k-140k)
AIJOB1824,AI Research Scientist,Research,Lead / Staff,9.9,Associate's,252500,233800,273100,Boston,United States,Fully Remote,Enterprise (501-5000),Telecommunications,AutoGen|Azure|C++|Docker|GPT-4|Kubernetes|LangChain|Python|SQL|TensorFlow,31.7,82.6,23.9,5.5,2026,2,1,1,1,Tier 4 (>200k)
AIJOB1825,LLM Application Developer,AI Engineering,Senior,6.1,Bachelor's,110700,98200,121400,Tokyo,Japan,Fully Remote,Mid-Market (51-500),Manufacturing,Airflow|C++|CUDA|Git|LangChain|Llama|PyTorch|REST APIs|SQL|Scikit-Learn,16.4,84.6,38,5.7,2025,9,1,1,1,Tier 2 (80k-140k)
AIJOB1826,Deep Learning Specialist,AI Engineering,Mid-Level,2.9,PhD,32500,29700,38600,Bengaluru,India,On-site,Big Tech (FAANG+),Education,Airflow|AutoGen|C++|CUDA|GCP|GPT-4|Git|RAG|SQL,24.2,99,37.2,6.6,2026,6,0,0,0,Tier 1 (<80k)
AIJOB1827,Deep Learning Specialist,AI Engineering,Lead / Staff,9.2,Bachelor's,205800,182100,235200,San Francisco,United States,Fully Remote,Mid-Market (51-500),E-commerce,AWS|C++|Docker|GCP|Kubernetes|Llama|Python|REST APIs|SQL,29.4,70.7,15.5,7.1,2025,5,1,1,0,Tier 4 (>200k)
AIJOB1828,Computer Vision Engineer,Computer Vision,Mid-Level,5,Master's,127200,115700,140700,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Manufacturing,AutoGen|C++|CUDA|Docker|Git|TensorFlow|Vector Databases,10.1,97.8,42.4,7.1,2026,7,0,1,0,Tier 2 (80k-140k)
AIJOB1829,LLM Application Developer,AI Engineering,Senior,7,Bachelor's,127500,111200,142100,Hangzhou,China,Hybrid,Big Tech (FAANG+),Education,AWS|Airflow|BERT|C++|GCP|Git|Llama|Python|Vector Databases,17.5,86.1,19.7,7.7,2025,12,1,1,1,Tier 2 (80k-140k)
AIJOB1830,Prompt Engineer,AI Engineering,Entry-Level,1.6,Bachelor's,90800,83800,103200,Munich,Germany,Hybrid,Enterprise (501-5000),Healthcare,FastAPI|Git|LangChain|Llama|Python|REST APIs|Spark,20.9,84.8,14.4,6.6,2026,7,0,1,1,Tier 2 (80k-140k)
AIJOB1831,LLM Application Developer,AI Engineering,Mid-Level,4,Bachelor's,116900,107900,128700,Cambridge,United Kingdom,Hybrid,Mid-Market (51-500),Technology & SaaS,Docker|FastAPI|GCP|PyTorch|Python|REST APIs|SQL,30.6,83.9,42.1,6.9,2025,5,0,1,1,Tier 2 (80k-140k)
AIJOB1832,AI Product Manager,Product,Lead / Staff,9.3,Bachelor's,173400,156900,206000,Munich,Germany,Hybrid,Big Tech (FAANG+),Education,AutoGen|Docker|GPT-4|Llama|Scikit-Learn,25.2,67.5,21.4,8.1,2026,7,1,1,1,Tier 3 (140k-200k)
AIJOB1833,AI Product Manager,Product,Mid-Level,5,Bachelor's,97700,87900,114300,Tokyo,Japan,On-site,Startup (1-50),Telecommunications,AWS|Airflow|AutoGen|Azure|C++|CUDA|FastAPI|REST APIs,11.8,64.2,46.8,7.9,2026,1,0,0,1,Tier 2 (80k-140k)
AIJOB1834,Data Scientist,Data Science,Entry-Level,2.2,Associate's,99000,92000,106500,Singapore,Singapore,Fully Remote,Startup (1-50),Healthcare,Azure|Docker|Git|PyTorch|RAG|SQL|Spark|TensorFlow,31.8,81.4,44.7,7.1,2026,1,0,1,1,Tier 2 (80k-140k)
AIJOB1835,Machine Learning Engineer,Machine Learning,Mid-Level,5.5,Bachelor's,86300,80100,95300,Beijing,China,Fully Remote,Enterprise (501-5000),Healthcare,C++|CUDA|Docker|FastAPI|GCP|Kubernetes|PyTorch|RAG|Scikit-Learn,16.2,76.8,39.6,7.5,2026,1,0,1,1,Tier 2 (80k-140k)
AIJOB1836,MLOps Engineer,Machine Learning,Entry-Level,1.1,Bachelor's,95600,84900,113200,Singapore,Singapore,Fully Remote,Mid-Market (51-500),Education,Azure|FastAPI|GCP|RAG|SQL|Scikit-Learn|Spark,20.6,83,18.8,8.7,2026,3,0,1,0,Tier 2 (80k-140k)
AIJOB1837,AI Agent Developer,AI Engineering,Senior,8.3,Bachelor's,148400,134200,169600,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Telecommunications,AutoGen|Azure|C++|FastAPI|Kubernetes|LangChain|Llama|REST APIs|Scikit-Learn|TensorFlow,25.5,86.4,42.3,10,2026,1,1,1,1,Tier 3 (140k-200k)
AIJOB1838,MLOps Engineer,Machine Learning,Lead / Staff,11.7,Bachelor's,179100,153900,204000,Shenzhen,China,On-site,Enterprise (501-5000),Automotive,Airflow|C++|LangChain|PyTorch|REST APIs|Scikit-Learn|Vector Databases,29.6,72.8,23.1,8.3,2026,7,1,0,0,Tier 3 (140k-200k)
AIJOB1839,NLP Engineer,Natural Language Processing,Mid-Level,4,Master's,32600,29500,35400,Bengaluru,India,Fully Remote,Mid-Market (51-500),Finance & Banking,BERT|Docker|GPT-4|Llama|PyTorch|SQL|Scikit-Learn|Spark|TensorFlow,19.6,83.2,46.1,8.6,2026,5,0,1,1,Tier 1 (<80k)
AIJOB1840,MLOps Engineer,Machine Learning,Senior,5.5,Master's,147400,126300,170900,Singapore,Singapore,Fully Remote,Mid-Market (51-500),Education,AWS|AutoGen|Docker|FastAPI|GCP|GPT-4|Python|REST APIs|TensorFlow|Vector Databases,15.7,71.1,12.9,8,2026,2,1,1,0,Tier 3 (140k-200k)
AIJOB1841,NLP Engineer,Natural Language Processing,Senior,5.8,Master's,66200,56700,73000,Pune,India,Fully Remote,Mid-Market (51-500),Education,AutoGen|Azure|C++|GPT-4|LangChain|Python|RAG|Scikit-Learn|Vector Databases,28,55.1,18.3,9.3,2026,7,1,1,1,Tier 1 (<80k)
AIJOB1842,AI Research Scientist,Research,Mid-Level,3.9,Bachelor's,73900,66200,80100,Beijing,China,On-site,Big Tech (FAANG+),Education,AutoGen|Azure|BERT|CUDA|Docker|GPT-4|Python|REST APIs|Spark|TensorFlow,12,89.4,13,7.5,2026,9,0,0,1,Tier 1 (<80k)
AIJOB1843,NLP Engineer,Natural Language Processing,Entry-Level,2,Master's,46600,40300,54700,Da Nang,Vietnam,Hybrid,Startup (1-50),Education,Azure|FastAPI|GPT-4|Git|Python|SQL|Scikit-Learn|TensorFlow|Vector Databases,33,88.2,24.1,8,2026,8,0,1,1,Tier 1 (<80k)
AIJOB1844,Deep Learning Specialist,AI Engineering,Director,17,Master's,250600,217400,277200,Frankfurt,Germany,Fully Remote,Big Tech (FAANG+),E-commerce,AWS|Airflow|Git|Kubernetes|RAG|REST APIs|Scikit-Learn|TensorFlow,26,70.6,30.6,7,2026,9,1,1,0,Tier 4 (>200k)
AIJOB1845,AI Solutions Architect,Architecture,Senior,7.7,Master's,162800,139400,183300,Singapore,Singapore,Fully Remote,Startup (1-50),Education,AutoGen|C++|FastAPI|GPT-4|Git|PyTorch|Python|REST APIs|SQL|Vector Databases,11.5,91.6,24.9,7.6,2026,1,1,1,1,Tier 3 (140k-200k)
AIJOB1846,AI Agent Developer,AI Engineering,Senior,8.8,PhD,151500,136000,167900,Berlin,Germany,Hybrid,Startup (1-50),Automotive,AutoGen|Azure|BERT|FastAPI|GPT-4|Python|REST APIs,11.3,87.2,30.3,9.1,2025,1,1,1,1,Tier 3 (140k-200k)
AIJOB1847,AI Product Manager,Product,Senior,6.8,Master's,106600,92000,126400,Tokyo,Japan,Fully Remote,Startup (1-50),Education,AWS|AutoGen|FastAPI|Scikit-Learn|TensorFlow,31.9,81.5,30.1,7.9,2026,1,1,1,1,Tier 2 (80k-140k)
AIJOB1848,AI Research Scientist,Research,Mid-Level,5,PhD,57000,48800,67800,Pune,India,Hybrid,Big Tech (FAANG+),Automotive,AutoGen|BERT|Docker|GCP|Kubernetes|Llama|REST APIs|SQL|Spark|Vector Databases,31.1,82.5,14.7,8.4,2026,6,0,1,1,Tier 1 (<80k)
AIJOB1849,AI Research Scientist,Research,Mid-Level,3.2,Associate's,79800,72500,90700,London,United Kingdom,Fully Remote,Enterprise (501-5000),E-commerce,AWS|Airflow|AutoGen|Git|LangChain|PyTorch|Python|TensorFlow,18.7,69,16.5,6.5,2025,8,0,1,1,Tier 1 (<80k)
AIJOB1850,Prompt Engineer,AI Engineering,Lead / Staff,9.1,Master's,175600,153800,206400,Manchester,United Kingdom,On-site,Enterprise (501-5000),Healthcare,AutoGen|Azure|BERT|CUDA|LangChain|RAG|REST APIs|SQL|Spark|TensorFlow,17.1,88.5,40.8,6.7,2025,8,1,0,1,Tier 3 (140k-200k)
AIJOB1851,Data Scientist,Data Science,Mid-Level,3.2,Bachelor's,97000,88600,107100,Osaka,Japan,Fully Remote,Enterprise (501-5000),Automotive,AWS|FastAPI|Python|RAG|Spark|TensorFlow|Vector Databases,31.9,99,31.2,7.4,2026,5,0,1,0,Tier 2 (80k-140k)
AIJOB1852,Prompt Engineer,AI Engineering,Mid-Level,3,Master's,86200,77500,100900,Tokyo,Japan,Hybrid,Enterprise (501-5000),Education,AWS|AutoGen|BERT|FastAPI|GPT-4|Kubernetes|PyTorch|Scikit-Learn|Vector Databases,30.3,64.1,39.4,9,2026,3,0,1,1,Tier 2 (80k-140k)
AIJOB1853,Generative AI Engineer,AI Engineering,Lead / Staff,10.3,Bachelor's,95600,86200,107500,Hanoi,Vietnam,Hybrid,Enterprise (501-5000),E-commerce,CUDA|Git|Llama|Python|RAG,27.9,91,24.4,8.6,2025,4,1,1,1,Tier 2 (80k-140k)
AIJOB1854,AI Agent Developer,AI Engineering,Lead / Staff,12.8,Associate's,159000,142600,181400,Singapore,Singapore,Fully Remote,Startup (1-50),Education,Azure|Llama|PyTorch|Spark|Vector Databases,15.5,92.6,36.1,5.3,2025,10,1,1,1,Tier 3 (140k-200k)
AIJOB1855,Computer Vision Engineer,Computer Vision,Mid-Level,5.3,Bachelor's,93900,80100,108400,Singapore,Singapore,Fully Remote,Enterprise (501-5000),Automotive,AWS|Airflow|C++|Docker|FastAPI|Llama|Spark,17.8,86.1,31.2,7.1,2025,6,0,1,1,Tier 2 (80k-140k)
AIJOB1856,NLP Engineer,Natural Language Processing,Lead / Staff,12,Bachelor's,246000,220400,276200,San Francisco,United States,Fully Remote,Startup (1-50),Automotive,Airflow|CUDA|GPT-4|Kubernetes|Python|RAG|SQL|Vector Databases,27.8,96.8,28.9,9,2026,3,1,1,1,Tier 4 (>200k)
AIJOB1857,NLP Engineer,Natural Language Processing,Mid-Level,3.8,Master's,56200,49600,61200,Pune,India,Fully Remote,Enterprise (501-5000),Automotive,AWS|C++|CUDA|Docker|GCP|Llama|RAG|REST APIs|Spark,32.7,78.1,27.4,8.5,2025,8,0,1,1,Tier 1 (<80k)
AIJOB1858,NLP Engineer,Natural Language Processing,Mid-Level,3.2,Bachelor's,93200,85200,102200,Montreal,Canada,Fully Remote,Startup (1-50),Education,AWS|Airflow|CUDA|Git|PyTorch|REST APIs|SQL|Scikit-Learn,27.8,74.1,17.7,5.8,2026,7,0,1,1,Tier 2 (80k-140k)
AIJOB1859,LLM Application Developer,AI Engineering,Mid-Level,4.5,Bachelor's,136800,119700,148700,San Francisco,United States,On-site,Enterprise (501-5000),Healthcare,BERT|GCP|LangChain|SQL|Spark|TensorFlow,26.3,85.4,18,7.7,2025,11,0,0,1,Tier 2 (80k-140k)
AIJOB1860,AI Agent Developer,AI Engineering,Mid-Level,4.6,Bachelor's,101600,91700,118000,Hangzhou,China,Fully Remote,Startup (1-50),Telecommunications,AutoGen|BERT|C++|GCP|Python|RAG|TensorFlow,31.4,64.5,33,8.9,2026,1,0,1,1,Tier 2 (80k-140k)
AIJOB1861,NLP Engineer,Natural Language Processing,Lead / Staff,8,Master's,218100,194800,241400,Singapore,Singapore,Fully Remote,Enterprise (501-5000),Telecommunications,Airflow|GCP|GPT-4|Kubernetes|Python|RAG|REST APIs|SQL|TensorFlow,13.1,72.5,44.2,7,2025,6,1,1,1,Tier 4 (>200k)
AIJOB1862,Generative AI Engineer,AI Engineering,Mid-Level,2.6,Bachelor's,50700,46000,54800,Hyderabad,India,Fully Remote,Big Tech (FAANG+),Healthcare,AWS|Docker|FastAPI|GCP|Git|Python|REST APIs|Vector Databases,25.1,77.5,23.3,7.9,2025,11,0,1,1,Tier 1 (<80k)
AIJOB1863,Generative AI Engineer,AI Engineering,Senior,8.8,Associate's,153000,138400,182300,Vancouver,Canada,Hybrid,Mid-Market (51-500),Automotive,Azure|C++|Docker|GPT-4|Git|LangChain|Scikit-Learn,27,80.8,43.8,7.3,2026,1,1,1,1,Tier 3 (140k-200k)
AIJOB1864,Deep Learning Specialist,AI Engineering,Mid-Level,4.5,Bachelor's,137600,122000,155500,Singapore,Singapore,On-site,Big Tech (FAANG+),E-commerce,Docker|GPT-4|Git|RAG|SQL,29.3,81.2,38.5,6.7,2025,8,0,0,0,Tier 2 (80k-140k)
AIJOB1865,NLP Engineer,Natural Language Processing,Mid-Level,4.8,Bachelor's,86900,75900,103600,Beijing,China,Hybrid,Mid-Market (51-500),E-commerce,AutoGen|Azure|C++|GPT-4|Git|LangChain|PyTorch|SQL|Spark|Vector Databases,30.3,71.4,38.5,9,2026,4,0,1,1,Tier 2 (80k-140k)
AIJOB1866,Deep Learning Specialist,AI Engineering,Mid-Level,5.3,Bachelor's,100400,86600,116800,Singapore,Singapore,Hybrid,Mid-Market (51-500),Technology & SaaS,AWS|CUDA|FastAPI|Llama|REST APIs|SQL,15.7,75.1,21.5,5.7,2026,6,0,1,0,Tier 2 (80k-140k)
AIJOB1867,AI Research Scientist,Research,Entry-Level,1.4,Bachelor's,110400,100000,125600,Seattle,United States,Hybrid,Startup (1-50),Finance & Banking,AWS|Azure|C++|CUDA|Docker|GCP|LangChain|Llama|REST APIs|TensorFlow,12.9,83.3,37.5,9.4,2026,5,0,1,1,Tier 2 (80k-140k)
