job_id,job_title,job_category,years_of_experience,education_required,city,country,remote_work,company_size,industry,demand_score,benefits_score_10,required_skills,skill_count,salary_min_usd,salary_max_usd,annual_salary_usd,salary_tier,experience_level,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,ai_salary_premium_pct
14087,Data Analyst,Software Engineering,13.6,Associate's,Beijing,China,Fully Remote,Mid-size,Healthcare,59,8.6,Airflow|FastAPI|SQL|TensorFlow,4,69400,,83900,Top,Lead,2026,2,1,1,0,3.08
14088,AI Agent Developer,IT Operations,3,Master's,London,Japan,Hybrid,Enterprise,Automotive,82.9,9.6,,0,44900,82300,87600,Top,Mid,2026,1,0,0,1,16.14
14089,Machine Learning Engineer,Product Management,0.4,Master's,San Francisco,Japan,Hybrid,Big Tech (FAANG+),Finance,79.8,1.5,Docker|AutoGen,2,11200,163700,65800,High,Junior,2026,10,0,0,1,6.13
14090,DevOps Engineer,Software Engineering,0.3,PhD,London,Japan,Hybrid,Enterprise,Automotive,58.5,6.7,AutoGen|Python|CUDA|FastAPI|PyTorch|BERT|TensorFlow|C++|React,9,45900,78100,52700,Low,Lead,2026,9,1,1,1,49.02
14091,Product Manager,Software Engineering,9.3,High School,Ho Chi Minh City,Germany,On-site,Big Tech (FAANG+),Finance,93.6,9.6,Docker,1,,108400,86000,Low,Lead,2026,1,1,1,0,6.85
14092,DevOps Engineer,Software Engineering,9.9,Associate's,Ho Chi Minh City,Japan,Fully Remote,Mid-size,Tech,92.7,6.5,SQL|Python|C++|TensorFlow|AutoGen|Docker|BERT|AWS|Airflow,9,36100,-6000,60000,Medium,Junior,2026,2,0,1,0,4.03
14093,Data Analyst,AI Engineering,4.7,Bachelor's,Ho Chi Minh City,Germany,Hybrid,Startup,Tech,91.8,8.2,CUDA,1,33600,,60200,Top,Lead,2026,7,0,1,0,26.1
14094,Product Manager,Product Management,4.8,High School,Berlin,Singapore,Fully Remote,Enterprise,Automotive,70,2.1,Java|Python,2,53900,55600,65800,Low,Lead,2026,5,0,0,1,3.25
14095,Product Manager,Software Engineering,5.1,Associate's,Singapore,USA,On-site,Big Tech (FAANG+),E-commerce,91.2,3.2,TensorFlow|AWS|AutoGen|Docker|CUDA|SQL|React,7,27200,103500,94600,Medium,Senior,2026,11,1,1,1,31.7
14096,AI Agent Developer,Product Management,10.2,PhD,London,Vietnam,Fully Remote,Mid-size,E-commerce,92.2,4.1,,0,56100,25400,57400,Top,Junior,2026,1,0,1,1,43.45
14097,Product Manager,Software Engineering,0.9,Associate's,London,Japan,On-site,Startup,Finance,99.8,9.8,,0,70700,116100,55200,Top,,2026,4,0,0,1,12.52
14098,Software Engineer,IT Operations,13.9,Master's,Berlin,Singapore,Hybrid,Enterprise,Education,97.9,8,Azure,1,76000,,51300,Low,Senior,2026,12,0,0,0,46.36
14099,Data Scientist,IT Operations,3.3,Bachelor's,Beijing,Vietnam,Hybrid,Enterprise,Tech,69.1,9,Airflow|SQL|React|AutoGen|CUDA|Azure|BERT|FastAPI,8,37000,109000,71200,Medium,Lead,2026,6,0,1,0,32.3
14100,Data Scientist,IT Operations,15,Bachelor's,New York,Singapore,On-site,Mid-size,Tech,59.9,5.4,React|Python|CUDA|SQL|Java|AutoGen,6,85600,87700,100300,High,Junior,2026,8,0,0,0,8.13
14101,Data Scientist,Data Science,2.6,Master's,Singapore,Japan,Hybrid,Enterprise,Automotive,64.6,7.5,FastAPI|SQL|Docker|Airflow|AWS|AutoGen,6,61700,118500,71400,Top,Junior,2026,2,0,0,1,32.22
14102,Software Engineer,Software Engineering,11.6,High School,Beijing,Germany,Fully Remote,Mid-size,Education,74.7,7.6,,0,36600,141400,75100,Medium,Lead,2026,10,1,0,0,3.64
14103,DevOps Engineer,Data Science,3.4,Master's,Berlin,Singapore,Fully Remote,Enterprise,Automotive,90.3,6.1,BERT|AutoGen|SQL,3,41600,43200,79700,High,Mid,2026,12,0,1,1,17.48
14104,AI Agent Developer,Product Management,1.2,Bachelor's,Singapore,China,On-site,Startup,E-commerce,86.1,8.9,CUDA|Python|Airflow|TensorFlow,4,36000,166200,66800,High,Senior,2026,3,0,0,1,0.8
14105,Product Manager,Data Science,13.1,PhD,Singapore,Vietnam,Fully Remote,Startup,E-commerce,89.4,2.4,,0,8900,71000,52300,Low,Lead,2026,7,1,1,1,22.08
14106,Software Engineer,Product Management,12.9,High School,London,Vietnam,Hybrid,Enterprise,Education,69,1.5,Docker|C++|Azure|Airflow,4,,117700,64200,High,Mid,2026,1,0,0,0,41.6
14107,Data Scientist,Product Management,6.1,Associate's,London,Germany,Hybrid,Mid-size,Education,62.3,3.7,Python|Docker|CUDA|Java|Airflow,5,54300,64100,60800,Top,Senior,2026,7,0,1,0,34.87
14108,Data Analyst,Product Management,10.5,PhD,Ho Chi Minh City,Vietnam,Hybrid,Big Tech (FAANG+),E-commerce,51.2,1.8,SQL|React|Docker|Airflow|AutoGen|BERT|Azure,7,63000,104700,72800,Top,Senior,2026,1,1,1,0,9.94
14109,Machine Learning Engineer,Data Science,8.4,High School,Ho Chi Minh City,USA,Fully Remote,Enterprise,Healthcare,81.3,1.5,TensorFlow|React|Java,3,52000,84600,63700,Medium,Mid,2026,8,0,1,0,9.13
14110,Product Manager,Software Engineering,12.8,Bachelor's,San Francisco,Germany,Hybrid,Big Tech (FAANG+),Tech,89.8,4.8,C++|Azure|Java|CUDA|BERT|FastAPI,6,19800,,80600,Top,Senior,2026,6,0,0,0,35.21
14111,Software Engineer,Data Science,4.7,Bachelor's,London,Vietnam,Fully Remote,Mid-size,Tech,94.5,2.8,TensorFlow|Docker|React|C++|BERT|Airflow|Azure|CUDA|PyTorch,9,56900,68400,72200,Low,Senior,2026,10,1,0,0,33.31
14112,Software Engineer,Software Engineering,7.9,PhD,London,Vietnam,On-site,Big Tech (FAANG+),Automotive,73.8,8.1,FastAPI|AutoGen|AWS|C++|Python|Docker|SQL|Azure|BERT,9,69100,163800,59400,Low,Lead,2026,7,1,0,0,7.11
14113,AI Agent Developer,Software Engineering,7.3,High School,Tokyo,Vietnam,Hybrid,Enterprise,Tech,96.4,6.2,CUDA|AutoGen|Azure|TensorFlow|React|PyTorch|Airflow,7,69000,59200,111400,Top,Mid,2026,2,1,1,1,33.6
14114,AI Agent Developer,Product Management,5.3,Associate's,Singapore,Germany,On-site,Startup,Automotive,60.1,4.2,Python|React|PyTorch|FastAPI|CUDA|BERT|AWS|AutoGen,8,71800,163700,87000,Medium,Lead,2026,6,0,1,0,39.04
14115,Software Engineer,Data Science,13.4,Associate's,Ho Chi Minh City,China,Fully Remote,Mid-size,Education,75.7,3.6,Python|TensorFlow|Docker|SQL|AutoGen,5,51000,138900,69800,Low,Lead,2026,5,0,1,0,38.32
14116,Data Scientist,Software Engineering,2.5,Master's,Ho Chi Minh City,UK,Fully Remote,Startup,Education,60.7,6.1,BERT,1,2600,,61500,Medium,,2026,3,1,0,0,20.28
14117,Machine Learning Engineer,IT Operations,2.2,PhD,Beijing,Singapore,On-site,Startup,Healthcare,59.4,4.9,CUDA|AutoGen|TensorFlow|PyTorch|Python|SQL|React|Airflow|Azure,9,63600,92900,97900,Top,,2026,9,1,1,0,40.71
14118,Product Manager,Software Engineering,8.7,High School,London,Japan,Hybrid,Startup,Education,97.7,1.5,Docker|Python,2,51400,106200,53300,High,Junior,2026,5,0,1,1,19.49
14119,AI Agent Developer,IT Operations,9.9,PhD,Singapore,Singapore,Hybrid,Enterprise,E-commerce,90.9,7,Azure|C++|CUDA,3,89900,,110100,Low,Mid,2026,8,0,1,0,32.29
14120,Product Manager,Data Science,2.9,Associate's,London,Vietnam,Hybrid,Mid-size,Healthcare,50.6,5.5,PyTorch|Python|SQL|AutoGen|TensorFlow|React|FastAPI|Azure|AWS|Java,10,87900,116100,39200,High,Senior,2026,4,0,1,1,38.02
14121,Data Scientist,Data Science,5.9,High School,Berlin,Singapore,On-site,Big Tech (FAANG+),E-commerce,63.4,3.5,TensorFlow|CUDA|FastAPI|React|Docker|SQL|Python|AutoGen,8,72000,104600,144200,Low,Junior,2026,6,0,1,1,37.77
14122,Product Manager,Data Science,14.2,Bachelor's,Beijing,UK,Fully Remote,Startup,E-commerce,60.3,3.6,Airflow|BERT|AWS|Azure|TensorFlow|FastAPI|AutoGen,7,22500,,64400,Top,Lead,2026,4,0,1,0,17.35
14123,Data Analyst,Software Engineering,3.7,Bachelor's,New York,UK,On-site,Big Tech (FAANG+),Automotive,57.4,5.1,,0,27800,78700,42500,Medium,Junior,2026,4,0,1,0,28.54
14124,AI Agent Developer,AI Engineering,10,High School,New York,Vietnam,Fully Remote,Mid-size,E-commerce,84.9,8.4,PyTorch|Python|Azure|AWS|C++,5,60400,111100,58300,Medium,Junior,2026,9,1,1,0,30.7
14125,Data Scientist,Software Engineering,11.1,PhD,New York,Vietnam,Hybrid,Mid-size,Healthcare,78.3,4.8,Java|Azure|React|Python|AWS|AutoGen|PyTorch|CUDA|Airflow,9,26700,56800,67200,Medium,Mid,2026,5,1,1,0,11.74
14126,Data Scientist,Software Engineering,6.7,PhD,Singapore,Japan,Hybrid,Big Tech (FAANG+),Finance,72.7,8.6,,0,67700,,60900,Top,Lead,2026,1,0,1,0,0.41
14127,Machine Learning Engineer,Product Management,14.1,Bachelor's,Tokyo,UK,Fully Remote,Big Tech (FAANG+),Education,59.5,4.8,BERT|Airflow|SQL|React|Docker,5,68500,121100,83900,Medium,Mid,2026,11,0,0,1,4.96
14128,Machine Learning Engineer,Product Management,11,Bachelor's,Ho Chi Minh City,China,Hybrid,Startup,Automotive,63.9,8.5,TensorFlow|Python|Java,3,,109600,82100,Low,Junior,2026,7,0,1,0,1.73
14129,Data Analyst,Software Engineering,6.9,Associate's,Singapore,UK,On-site,Big Tech (FAANG+),Education,67.8,9.4,React|BERT,2,71900,88200,154400,High,Senior,2026,3,1,0,0,14.93
14130,Data Scientist,IT Operations,8.5,High School,New York,China,Fully Remote,Big Tech (FAANG+),E-commerce,89.3,1.2,TensorFlow|Airflow|BERT|Java,4,42300,140500,77200,Top,Senior,2026,11,1,1,1,16.3
14131,DevOps Engineer,Product Management,10.4,PhD,Berlin,Singapore,Hybrid,Enterprise,E-commerce,99.5,1.6,Azure|BERT,2,48700,138700,41900,High,Junior,2026,3,0,0,1,43.3
14132,Data Scientist,Software Engineering,8.9,Associate's,San Francisco,USA,Hybrid,Startup,Tech,59.2,2.2,FastAPI|React|Python|Docker,4,33100,76300,70700,Low,Senior,2026,12,1,0,1,6.25
14133,Machine Learning Engineer,AI Engineering,13.2,PhD,Singapore,China,Hybrid,Startup,Automotive,67.1,2.1,Docker|AutoGen|Airflow|Python|Java|FastAPI|CUDA|C++|SQL,9,55300,126500,78400,Low,Senior,2026,6,0,1,1,9.25
14134,DevOps Engineer,IT Operations,5.4,Bachelor's,Singapore,Japan,Hybrid,Mid-size,Automotive,64,5.1,AutoGen|Java|React|SQL|PyTorch,5,6500,,62200,High,Mid,2026,3,1,1,0,31
14135,AI Agent Developer,Data Science,4.5,High School,San Francisco,Germany,Fully Remote,Big Tech (FAANG+),Healthcare,52.2,7.9,C++,1,44100,110400,91000,High,Lead,2026,1,1,0,0,23.46
14136,AI Agent Developer,Software Engineering,3.2,Master's,Ho Chi Minh City,Singapore,Fully Remote,Enterprise,Finance,61,9.7,Airflow|FastAPI|AutoGen,3,64000,,94200,Low,Senior,2026,6,1,0,0,49.66
14137,Product Manager,Software Engineering,0.6,High School,Ho Chi Minh City,Vietnam,Hybrid,Mid-size,Healthcare,95.1,4.8,Airflow|Python|Docker|CUDA,4,,100000,59100,Low,Lead,2026,7,1,0,0,38.1
14138,Software Engineer,IT Operations,0.6,Master's,New York,USA,On-site,Enterprise,Healthcare,92.1,7.2,Python|BERT,2,67400,89300,66200,Low,Lead,2026,5,0,0,1,13.52
14139,Machine Learning Engineer,Product Management,13.1,Associate's,Ho Chi Minh City,UK,On-site,Startup,Healthcare,58.4,6.7,CUDA|AutoGen|Python|FastAPI|Airflow|C++|PyTorch|TensorFlow|SQL|Java,10,28800,102200,27300,Low,Mid,2026,1,0,1,0,36.08
14140,Software Engineer,Product Management,10.2,Master's,San Francisco,China,On-site,Big Tech (FAANG+),Finance,68.3,4.5,Azure|SQL|Airflow|Docker|Python|CUDA,6,,99300,53200,Low,Junior,2026,2,0,0,1,11.42
14141,DevOps Engineer,Product Management,9.9,Master's,Beijing,USA,On-site,Enterprise,Healthcare,65.5,7.5,CUDA|Python|C++|Docker|AutoGen|BERT|Airflow|TensorFlow|AWS,9,61900,,68300,High,Senior,2026,2,0,1,1,34.08
14142,Machine Learning Engineer,Data Science,9.2,Associate's,San Francisco,Singapore,Fully Remote,Mid-size,Education,57.4,6.3,Docker|BERT|AWS|Java|AutoGen,5,30900,,78500,High,Senior,2026,10,0,0,0,1.83
14143,Data Analyst,IT Operations,12.7,High School,San Francisco,Germany,Fully Remote,Startup,Automotive,81.1,7.8,SQL|Azure,2,26600,125000,71600,Top,Mid,2026,8,0,1,0,9.98
14144,Data Scientist,IT Operations,7.2,Associate's,Beijing,China,On-site,Enterprise,Finance,77.9,2.7,C++|TensorFlow|CUDA|AWS|Airflow|SQL|Docker|FastAPI|Azure|Java,10,54300,81500,54000,Medium,Mid,2026,8,1,1,0,5.13
14145,Data Analyst,Product Management,13.1,Bachelor's,San Francisco,Japan,Fully Remote,Enterprise,E-commerce,71.3,4.2,Docker|C++,2,49500,137800,102700,Medium,Junior,2026,8,0,1,0,21.45
14146,DevOps Engineer,Product Management,5.4,Bachelor's,New York,UK,On-site,Mid-size,Tech,92.8,7,,0,97800,79100,100200,High,Lead,2026,2,1,0,0,27.67
14147,Machine Learning Engineer,AI Engineering,13.9,Master's,Singapore,UK,Hybrid,Enterprise,Tech,81,2.1,React|SQL|AutoGen|Airflow|PyTorch|C++|AWS|Azure|BERT|Docker,10,57400,-7400,102600,High,Junior,2026,12,1,0,1,12.97
14148,DevOps Engineer,AI Engineering,10.5,Associate's,Berlin,China,Hybrid,Startup,Education,63,7.9,Airflow|Azure|BERT|Java|AutoGen|React|Python|FastAPI,8,53500,113500,113800,Medium,Senior,2026,12,1,1,1,48.93
14149,Data Scientist,Software Engineering,3.9,Associate's,Ho Chi Minh City,Germany,On-site,Enterprise,Automotive,68.7,2.2,FastAPI|Python|Airflow|BERT|Docker,5,38800,35600,50400,Medium,Mid,2026,5,1,1,0,20.53
14150,AI Agent Developer,Software Engineering,8.5,Associate's,London,Vietnam,Fully Remote,Big Tech (FAANG+),Tech,57.5,3.9,Java|FastAPI|CUDA|AutoGen|Azure|C++|AWS|Airflow,8,66500,46500,85700,Medium,Mid,2026,5,1,0,0,28.09
14151,AI Agent Developer,IT Operations,8,High School,Singapore,Vietnam,On-site,Big Tech (FAANG+),Education,79.6,3.1,CUDA|C++|AWS|Python|React|Docker|Airflow|TensorFlow,8,49400,56500,97800,Top,Lead,2026,4,1,0,0,23.18
14152,DevOps Engineer,IT Operations,2.1,PhD,New York,UK,Fully Remote,Mid-size,Education,79.3,1.5,,0,39600,103800,131800,Low,Senior,2026,8,1,0,1,43.16
14153,Software Engineer,Data Science,8.9,PhD,Tokyo,Singapore,Hybrid,Big Tech (FAANG+),Tech,93.5,3.4,TensorFlow|FastAPI|Python,3,45800,106600,112400,Medium,Mid,2026,8,1,0,1,18.54
14154,Machine Learning Engineer,Data Science,4.7,PhD,Ho Chi Minh City,Singapore,Fully Remote,Big Tech (FAANG+),Tech,92.8,9.2,C++|CUDA|Azure|BERT|Airflow,5,43300,142200,68600,Low,Mid,2026,12,1,1,0,47.15
14155,Machine Learning Engineer,AI Engineering,0.8,High School,New York,Germany,On-site,Enterprise,Education,91.8,1.2,FastAPI|React,2,48400,50700,35300,Top,Mid,2026,9,1,0,0,40.25
14156,AI Agent Developer,Software Engineering,14.2,Associate's,San Francisco,UK,Hybrid,Startup,Education,77.4,1.2,C++,1,95100,70700,44800,Low,Mid,2026,4,0,0,0,3.78
14157,Product Manager,AI Engineering,9.6,PhD,New York,Vietnam,Hybrid,Startup,E-commerce,82.6,7.3,Java|PyTorch,2,62800,151300,91800,Medium,Senior,2026,1,0,0,1,44.16
14158,Data Analyst,AI Engineering,13.2,Associate's,Berlin,UK,Fully Remote,Enterprise,Tech,88.8,4.3,PyTorch|TensorFlow|Docker|BERT|Java|Python,6,46300,,76600,High,Lead,2026,11,1,0,0,9.08
14159,Product Manager,Software Engineering,10.1,Master's,London,China,Hybrid,Big Tech (FAANG+),Healthcare,54.6,3.1,Azure|Python|SQL|AWS|CUDA|Airflow,6,48900,112300,57600,Top,Junior,2026,9,1,0,1,2.98
14160,Data Scientist,Data Science,5.4,PhD,Ho Chi Minh City,Singapore,Hybrid,Enterprise,Education,65,5.6,Airflow|PyTorch|BERT|TensorFlow|Python|Azure|Java|React,8,,98500,25300,Medium,Junior,2026,1,1,0,0,11.08
14161,Data Analyst,Software Engineering,7.7,Master's,New York,Singapore,Fully Remote,Big Tech (FAANG+),Automotive,58.5,3.4,AWS|FastAPI|BERT|Airflow|Azure,5,13900,116000,97200,Medium,Lead,2026,4,0,0,0,4.26
14162,Data Analyst,Product Management,10.1,High School,New York,Japan,Hybrid,Big Tech (FAANG+),Automotive,75.6,4.5,AutoGen|PyTorch|AWS|FastAPI|Airflow|Azure|CUDA|Java|Docker,9,64900,101200,46200,Medium,Lead,2026,11,1,1,0,31.11
14163,DevOps Engineer,Product Management,14.4,Bachelor's,Singapore,China,On-site,Big Tech (FAANG+),Education,91.9,7.4,Azure,1,64500,104000,110400,Medium,Senior,2026,10,0,0,0,22.37
14164,AI Agent Developer,Product Management,3.8,High School,Ho Chi Minh City,Japan,Fully Remote,Startup,Automotive,61.5,2.1,FastAPI|CUDA|SQL|BERT|React|Airflow|Docker|Python|AWS,9,58100,118300,50000,Top,Junior,2026,1,1,1,0,23.74
14165,Product Manager,IT Operations,13.1,High School,San Francisco,Germany,Fully Remote,Mid-size,E-commerce,86.5,9.6,Python|Java|C++,3,79700,63500,63900,Medium,Lead,2026,3,1,1,1,30.83
14166,Product Manager,Data Science,13.9,High School,New York,Vietnam,Fully Remote,Startup,E-commerce,70.3,1.4,,0,,107500,58300,Low,Mid,2026,3,1,0,1,24.92
14167,AI Agent Developer,Data Science,10.1,PhD,New York,Germany,Fully Remote,Big Tech (FAANG+),Education,95.2,8.3,Java|CUDA|PyTorch|Python|Azure,5,66300,22100,90900,Medium,Senior,2026,7,1,0,1,49.58
14168,Product Manager,IT Operations,14,Master's,New York,Germany,On-site,Enterprise,Tech,81.3,7.5,C++|Java|CUDA|AutoGen,4,48500,100200,58200,Top,Lead,2026,12,1,1,1,31.19
14169,AI Agent Developer,AI Engineering,6,PhD,Beijing,Vietnam,Fully Remote,Enterprise,Healthcare,98.8,3.5,Python|Docker|BERT|React,4,0,79900,69700,High,Junior,2026,3,0,1,0,29.31
14170,DevOps Engineer,Product Management,14.3,Bachelor's,Beijing,USA,On-site,Big Tech (FAANG+),Tech,62.3,2.1,PyTorch|FastAPI|Airflow|CUDA|Docker|React|TensorFlow|SQL|Python,9,73300,,66300,High,Mid,2026,6,0,1,1,20.72
14171,Software Engineer,Product Management,10.5,High School,London,USA,Fully Remote,Mid-size,Automotive,96.2,8.7,SQL,1,30600,44100,53000,Low,Lead,2026,10,1,1,0,22.32
14172,Data Analyst,AI Engineering,0.6,Associate's,Berlin,UK,Fully Remote,Startup,Healthcare,67.9,7.1,Java|Python|AWS|FastAPI|SQL|BERT|Azure|React|Airflow|Docker,10,55200,107800,75400,Low,,2026,4,0,0,0,49.47
14173,DevOps Engineer,Software Engineering,13.6,Bachelor's,Singapore,USA,Hybrid,Startup,Automotive,81.1,3.6,React|CUDA|TensorFlow,3,35900,124700,81600,Medium,Senior,2026,6,0,1,0,0.27
14174,Machine Learning Engineer,Software Engineering,7.3,Master's,Singapore,China,Hybrid,Big Tech (FAANG+),Healthcare,58.7,1.2,FastAPI|BERT|PyTorch|C++|React|Airflow,6,55300,129800,92600,Medium,Junior,2026,9,1,0,0,7.77
14175,Data Scientist,Data Science,6.9,Bachelor's,Ho Chi Minh City,Singapore,On-site,Big Tech (FAANG+),Education,88,9.4,Azure|AutoGen|SQL|AWS|Java|Python|CUDA,7,83400,73900,90300,Low,Junior,2026,12,1,1,0,17.15
14176,Software Engineer,IT Operations,8.5,PhD,Berlin,Japan,Hybrid,Mid-size,Finance,98.9,4.6,,0,62000,85800,gclg6uge7zz370i,High,Junior,2026,7,1,1,0,45.22
14177,Machine Learning Engineer,Data Science,2.2,Associate's,San Francisco,Singapore,Fully Remote,Startup,E-commerce,89.4,2.6,AutoGen|Airflow|C++,3,,,30700,Top,Senior,2026,1,1,0,0,46.9
14178,Data Analyst,Software Engineering,7,PhD,Berlin,Germany,On-site,Mid-size,E-commerce,80.8,9.2,SQL|Airflow|Docker|React|BERT|C++|PyTorch|FastAPI,8,46500,53800,74400,Medium,Lead,2026,8,0,1,1,2.88
14179,Product Manager,AI Engineering,12.5,High School,Singapore,Singapore,Hybrid,Startup,Education,72.4,4.2,TensorFlow,1,44300,82100,52600,Top,Lead,2026,4,1,1,1,7.08
14180,AI Agent Developer,Data Science,0.2,High School,San Francisco,UK,Fully Remote,Mid-size,Automotive,67.3,5.2,PyTorch|SQL|Azure,3,44000,65200,75200,High,Mid,2026,8,1,0,1,44.11
14181,Data Analyst,Product Management,4.1,Bachelor's,Beijing,Germany,Hybrid,Mid-size,Automotive,71,7.3,,0,65300,27600,78500,Low,Lead,2026,3,0,1,1,13.61
14182,DevOps Engineer,Product Management,0,High School,London,Vietnam,Hybrid,Mid-size,Finance,66.4,8.4,CUDA|Java|AWS|Python|TensorFlow,5,50600,158600,80200,High,Senior,2026,10,1,1,0,20.05
14183,Data Scientist,AI Engineering,6.2,High School,San Francisco,Singapore,Hybrid,Enterprise,Tech,91.6,1.9,Python|BERT|CUDA|Docker,4,63800,101000,34900,Top,,2026,12,0,0,1,0.23
14184,DevOps Engineer,Software Engineering,10.9,Master's,San Francisco,USA,Hybrid,Enterprise,Healthcare,94.7,9.1,AutoGen|TensorFlow|CUDA|PyTorch|Azure|C++|React,7,46500,58100,134800,High,Senior,2026,5,1,0,0,24.57
14185,Software Engineer,Product Management,12,Master's,Berlin,Vietnam,Fully Remote,Enterprise,Education,97.5,9.4,Azure|Airflow|AutoGen|Java|CUDA|AWS,6,70300,6100,132500,High,Junior,2026,3,0,1,1,43.27
14186,Software Engineer,Product Management,14.2,PhD,Singapore,UK,Hybrid,Startup,Finance,70.9,3.3,Airflow|AutoGen|C++|Docker|FastAPI,5,63900,112800,59400,Medium,Lead,2026,12,1,1,0,18.23
14187,Data Scientist,IT Operations,9.1,PhD,Berlin,Japan,On-site,Mid-size,Education,77.3,5.5,Azure,1,52300,37400,47200,Low,Mid,2026,11,1,0,1,44.05
14188,Machine Learning Engineer,Data Science,3.8,Master's,New York,China,On-site,Big Tech (FAANG+),Finance,78.8,8.7,CUDA|Airflow|C++|TensorFlow|PyTorch|Azure|Java|SQL|Python,9,63600,,146000,Top,Mid,2026,3,1,0,1,17.35
14189,Machine Learning Engineer,Software Engineering,13.9,Bachelor's,Ho Chi Minh City,USA,Hybrid,Big Tech (FAANG+),Automotive,82.6,5.4,C++,1,70700,98100,102700,Top,Lead,2026,3,1,1,0,32.91
14190,Software Engineer,Data Science,11.6,Master's,London,Vietnam,On-site,Startup,Automotive,50.1,5.3,,0,,50300,93700,Medium,Junior,2026,4,1,0,1,14.68
14191,Software Engineer,Software Engineering,8.6,PhD,Singapore,Japan,Hybrid,Startup,Tech,92.1,6.6,SQL|PyTorch,2,36000,166100,44400,High,Lead,2026,3,0,0,0,25.74
14192,Product Manager,Product Management,10.4,Associate's,Ho Chi Minh City,Singapore,Fully Remote,Big Tech (FAANG+),Education,63.4,7.9,Python,1,67600,59000,115300,Top,Senior,2026,12,1,1,0,41.42
14193,AI Agent Developer,IT Operations,13.9,High School,San Francisco,USA,Fully Remote,Mid-size,Education,73.6,7,Airflow|TensorFlow,2,63700,50300,53300,Medium,Lead,2026,2,0,1,0,42.42
14194,Product Manager,Data Science,10.7,Associate's,Beijing,Germany,On-site,Enterprise,Tech,92.1,6.6,Python,1,68500,109100,70400,Top,Lead,2026,6,1,0,1,3.83
14195,Product Manager,Product Management,5.5,Associate's,Berlin,China,On-site,Startup,Automotive,99.8,4.3,Airflow|React|Java,3,40700,85800,109400,Medium,Junior,2026,1,0,0,0,46.46
14196,Machine Learning Engineer,Software Engineering,10.7,High School,Berlin,Singapore,Hybrid,Startup,E-commerce,89.7,6.7,AutoGen,1,52100,177200,64700,Medium,Lead,2026,5,1,1,1,26.09
14197,Data Scientist,Data Science,0.6,Master's,Tokyo,Japan,Hybrid,Startup,Tech,51.2,1.9,Python,1,40600,156300,80800,Low,Senior,2026,11,1,0,1,10.96
14198,Machine Learning Engineer,Data Science,5.8,Bachelor's,Ho Chi Minh City,USA,Hybrid,Big Tech (FAANG+),Finance,68.4,4.7,Java|Azure|React,3,57000,160000,104400,Low,Lead,2026,6,1,1,1,41.57
14199,AI Agent Developer,Product Management,6.1,Associate's,Beijing,Singapore,Fully Remote,Enterprise,Automotive,62.4,2.7,Python|Docker|Java|PyTorch|C++|Azure,6,32700,122000,44700,High,Senior,2026,12,0,0,1,31.76
14200,DevOps Engineer,Data Science,2.5,Bachelor's,Singapore,China,Hybrid,Mid-size,Education,98.2,5.8,SQL|TensorFlow|AutoGen|CUDA|Airflow|PyTorch|FastAPI|Java|Python|AWS,10,77300,,104000,Medium,Lead,2026,1,0,1,1,25.4
14201,Software Engineer,IT Operations,0.3,PhD,Tokyo,Japan,Fully Remote,Mid-size,Education,63.2,3.4,C++|TensorFlow|Docker|BERT|SQL|PyTorch|Java|FastAPI,8,52800,85100,115200,Top,Junior,2026,1,1,1,1,40.59
14202,Software Engineer,IT Operations,2,Associate's,San Francisco,Germany,On-site,Big Tech (FAANG+),Healthcare,97.2,5.6,AutoGen|Airflow|C++|BERT|FastAPI|Python|Java|SQL|PyTorch|AWS,10,84500,127100,73300,High,Mid,2026,7,0,1,1,10.19
14203,AI Agent Developer,Product Management,9.8,PhD,Tokyo,Germany,Fully Remote,Startup,Healthcare,96.9,8,FastAPI|Airflow,2,36800,,105800,Medium,Mid,2026,11,0,1,1,29.06
14204,Product Manager,Software Engineering,12,Master's,New York,Vietnam,On-site,Big Tech (FAANG+),E-commerce,92,4.9,Java|FastAPI,2,54000,94800,55600,High,Senior,2026,6,1,0,0,48.09
14205,Data Scientist,Product Management,14.8,Associate's,Tokyo,UK,Fully Remote,Big Tech (FAANG+),Education,54.9,3,SQL|C++|FastAPI|Azure|BERT|PyTorch,6,52100,44400,36600,Top,Lead,2026,9,1,0,1,31.85
14206,Software Engineer,IT Operations,5.2,PhD,Tokyo,Vietnam,Fully Remote,Mid-size,Automotive,50.1,3,CUDA|AutoGen|TensorFlow|Python|SQL|C++|React,7,63300,82400,25500,Top,Junior,2026,4,0,1,0,29.94
14207,Data Analyst,AI Engineering,9,PhD,New York,China,Hybrid,Enterprise,Education,89.7,9.2,Docker|Airflow|C++|Java|CUDA|SQL|TensorFlow|Azure|Python|PyTorch,10,65200,122400,87800,Low,Lead,2026,3,0,1,1,1.47
14208,Product Manager,AI Engineering,14.1,Master's,Berlin,Vietnam,On-site,Mid-size,Education,92.2,8,TensorFlow|AutoGen|BERT|FastAPI|CUDA|Airflow|Docker,7,23400,143700,86300,High,Junior,2026,6,0,0,1,9.13
14209,Software Engineer,Data Science,2.5,Bachelor's,Berlin,Japan,Fully Remote,Big Tech (FAANG+),Finance,98.1,1.3,,0,73800,118000,60400,Low,Junior,2026,8,1,0,1,30.61
